title,source_country,date,url,clean_text,headline_length_words,topic_category,month
"  Unprecedented expulsion : UN says Israel displaced 36 , 000 Palestinians in West Bank",Israel,2026-03-18 08:30:00,https://www.middleeasteye.net/news/unprecedented-expulsion-un-says-israel-displaced-36000-palestinians-west-bank,unprecedented expulsion un says israel displaced 36 000 palestinians in west bank,12,Other,2026-03
Disabled Palestinian child assaulted by Israeli forces in occupied East Jerusalem,Israel,2026-04-30 22:00:00,https://www.middleeastmonitor.com/20260430-disabled-palestinian-child-assaulted-by-israeli-forces-in-occupied-east-jerusalem/,disabled palestinian child assaulted by israeli forces in occupied east jerusalem,11,Other,2026-04
  الإحصاء : ارتفاع أسعار المستهلك في فلسطين بنسبة 12 . 02 % – تلفزيون الفجر,Israel,2026-03-12 10:00:00,https://alfajertv.com/cocktail/economy/722207.html,الإحصاء ارتفاع أسعار المستهلك في فلسطين بنسبة 12 02 تلفزيون الفجر,11,Other,2026-03
تقرير : الحرب الاقليمية بين اسرائيل وايران : تداعيات تتجاوز الحدود واثار سلبية على فلسطين ولبنان,Israel,2026-03-07 08:30:00,https://pnn.ps/news/720470,تقرير الحرب الاقليمية بين اسرائيل وايران تداعيات تتجاوز الحدود واثار سلبية على فلسطين ولبنان,14,Other,2026-03
President Abbas Abbas receives phone call from Indonesian President,Israel,2026-03-23 13:30:00,https://english.wafa.ps/Pages/Details/168555,president abbas abbas receives phone call from indonesian president,9,Politics / Election,2026-03
وفد فلسطيني برئاسة الشيخ يلتقي الرئيس التركي – تلفزيون الفجر,Israel,2026-03-31 23:15:00,https://alfajertv.com/news/palnews/724521.html,وفد فلسطيني برئاسة الشيخ يلتقي الرئيس التركي تلفزيون الفجر,9,Other,2026-03
"Jailed Palestinian leader Barghouti could head  democratic renewal , son says",Israel,2026-04-24 13:00:00,https://www.al-monitor.com/originals/2026/04/jailed-palestinian-leader-barghouti-could-head-democratic-renewal-son-says,jailed palestinian leader barghouti could head democratic renewal son says,10,Other,2026-04
Berlin Police Chief has links to evangelical Israel lobbyists – Middle East Monitor,Israel,2026-03-07 20:30:00,https://www.middleeastmonitor.com/20260307-berlins-police-chief-has-links-to-evangelical-israel-lobbyists/,berlin police chief has links to evangelical israel lobbyists middle east monitor,12,Other,2026-03
الرئيس محمود عباس يتلقى اتصالا هاتفيا من الرئيس الإندونيسي برابوا سوبيانتو - شبكة فلسطين للأنباء,Israel,2026-03-23 22:00:00,https://www.shfanews.net/post/271610,الرئيس محمود عباس يتلقى اتصالا هاتفيا من الرئيس الإندونيسي برابوا سوبيانتو شبكة فلسطين للأنباء,14,Other,2026-03
انتخابات محلية بالضفة ولأول مرة منذ 22 عاما بدير البلح في غزة,Israel,2026-04-25 04:30:00,https://www.aljazeera.net/news/2026/4/25/%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%A8%D9%84%D8%AD-%D9%88%D8%A7%D9%84%D8%B6%D9%81%D8%A9-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A-%D9%8A%D8%B4%D8%A7%D8%B1%D9%83,انتخابات محلية بالضفة ولأول مرة منذ 22 عاما بدير البلح في غزة,12,Other,2026-04
أكثر من ألف فنان يدعون لمقاطعة  يوروفيجن  رفضا لمشاركة  إسرائيل  ,Israel,2026-04-22 20:45:00,https://assabeel.net/70261,أكثر من ألف فنان يدعون لمقاطعة يوروفيجن رفضا لمشاركة إسرائيل,10,Other,2026-04
الرئيس محمود عباس يتلقى اتصالا هاتفيا من رئيس الوزراء اليوناني - شبكة فلسطين للأنباء,Israel,2026-03-06 15:00:00,https://www.shfanews.net/post/268947,الرئيس محمود عباس يتلقى اتصالا هاتفيا من رئيس الوزراء اليوناني شبكة فلسطين للأنباء,13,Other,2026-03
عرابي : المجتمع الإسرائيلي في حالة تصدع وانهيار تحت القصف الإيراني والمقاومة اللبنانية,Israel,2026-04-01 19:00:00,https://www.raya.ps/news/1214943.html,عرابي المجتمع الإسرائيلي في حالة تصدع وانهيار تحت القصف الإيراني والمقاومة اللبنانية,12,Other,2026-04
تزامنًا مع العدوان على إيران .. الاحتلال يحول قرى الضفة ومدنها إلى سجون مغلقة,Israel,2026-03-04 07:15:00,http://zamnpress.com/news/140552,تزامن ا مع العدوان على إيران الاحتلال يحول قرى الضفة ومدنها إلى سجون مغلقة,14,Other,2026-03
"Care packages , brought to Palestinians by colonialism",Israel,2026-03-05 21:15:00,https://www.middleeastmonitor.com/20260305-care-packages-brought-to-palestinians-by-colonialism/,care packages brought to palestinians by colonialism,7,Other,2026-03
Little enthusiasm as Palestinians gear up for local polls,Israel,2026-04-16 12:45:00,https://www.al-monitor.com/originals/2026/04/little-enthusiasm-palestinians-gear-local-polls,little enthusiasm as palestinians gear up for local polls,9,Other,2026-04
مدى : 65 انتهاك ضد الحريات الإعلامية في فلسطين خلال شهر شباط الماضي,Israel,2026-03-03 10:15:00,https://www.raya.ps/news/1212928.html,مدى 65 انتهاك ضد الحريات الإعلامية في فلسطين خلال شهر شباط الماضي,12,Other,2026-03
الرئيس يجتمع بالملك عبد الله الثاني ويطلعه على برنامج الإصلاح الشامل الذي تنفذه القيادة الفلسطينية – تلفزيون الفجر,Israel,2026-04-28 16:00:00,https://alfajertv.com/news/palnews/727844.html,الرئيس يجتمع بالملك عبد الله الثاني ويطلعه على برنامج الإصلاح الشامل الذي تنفذه القيادة الفلسطينية تلفزيون الفجر,17,Other,2026-04
Fatah claims  sweeping victory  in 2026 Palestinian local elections,Israel,2026-04-26 11:00:00,https://www.jpost.com/middle-east/article-894145,fatah claims sweeping victory in 2026 palestinian local elections,9,Politics / Election,2026-04
A Generation in Peril : The War on Palestinian Children,Israel,2026-04-05 08:45:00,https://imemc.org/article/a-generation-in-peril-the-war-on-palestinian-children/,a generation in peril the war on palestinian children,9,Conflict / Attack,2026-04
السفيرة رينا فتوح تقدم أوراق اعتمادها سفيرة مفوضة فوق العادة لدولة فلسطين لدى السلفادور - شبكة فلسطين للأنباء,Israel,2026-03-01 13:15:00,https://www.shfanews.net/post/267780,السفيرة رينا فتوح تقدم أوراق اعتمادها سفيرة مفوضة فوق العادة لدولة فلسطين لدى السلفادور شبكة فلسطين للأنباء,17,Other,2026-03
  الحروب المتدحرجة  وملحق  الدولة والطائفية - الحياة الجديدة,Israel,2026-04-03 21:00:00,https://www.alhaya.ps/ar/Article/175085/%D8%A7%D9%84%D8%AD%D8%B1%D9%88%D8%A8-%D8%A7%D9%84%D9%85%D8%AA%D8%AF%D8%AD%D8%B1%D8%AC%D8%A9-%D9%88%D9%85%D9%84%D8%AD%D9%82-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9-%D9%88%D8%A7%D9%84%D8%B7%D8%A7%D8%A6%D9%81%D9%8A%D8%A9,الحروب المتدحرجة وملحق الدولة والطائفية الحياة الجديدة,7,Other,2026-04
סטירה לנתניהו : מלך ירדן סירב לפגישה עם ראש הממשלה,Israel,2026-03-30 19:00:00,https://www.srugim.co.il/1301083-%D7%A1%D7%98%D7%99%D7%A8%D7%94-%D7%9C%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%9E%D7%9C%D7%9A-%D7%99%D7%A8%D7%93%D7%9F-%D7%A1%D7%99%D7%A8%D7%91-%D7%9C%D7%A4%D7%92%D7%99%D7%A9%D7%94,סטירה לנתניהו מלך ירדן סירב לפגישה עם ראש הממשלה,9,Other,2026-03
הבעיה הפלסטינית תתפוצץ אחרי המלחמה עם איראן | דניאל פרידמן,Israel,2026-03-07 21:30:00,https://www.maariv.co.il/news/opinions/article-1292501,הבעיה הפלסטינית תתפוצץ אחרי המלחמה עם איראן דניאל פרידמן,9,Other,2026-03
Factbox - Recent acts of Jewish - targeted violence in the United States,Israel,2026-03-13 01:30:00,https://www.al-monitor.com/originals/2026/03/factbox-recent-acts-jewish-targeted-violence-united-states,factbox recent acts of jewish targeted violence in the united states,11,Conflict / Attack,2026-03
أسعار الغاز والمحروقات في فلسطين لشهر 3 مارس / آذار 2026,Israel,2026-03-01 00:45:00,https://www.raya.ps/news/1212779.html,أسعار الغاز والمحروقات في فلسطين لشهر 3 مارس آذار 2026,10,Other,2026-03
  الإحصاء : الرقم القياسي العام لأسعار المستهلك يسجل ارتفاعاً نسبته 5 . 27 بالمئة خلال آذار الماضي,Israel,2026-04-14 09:30:00,https://pnn.ps/news/721740,الإحصاء الرقم القياسي العام لأسعار المستهلك يسجل ارتفاعا نسبته 5 27 بالمئة خلال آذار الماضي,15,Other,2026-04
הניצחון על איראן עובר בריבונות,Israel,2026-03-12 09:45:00,https://www.inn.co.il/news/692037,הניצחון על איראן עובר בריבונות,5,Other,2026-03
PM Mustafa holds high - level talks with European officials in Brussels,Israel,2026-04-21 12:15:00,https://english.pnn.ps/news/48123,pm mustafa holds high level talks with european officials in brussels,11,Other,2026-04
بدعم ياباني بقيمة 2 . 4 مليون دولار ..  صندوق الأمم المتحدة للسكان  يطلق مشروعاً لترميم الخدمات الصحية للنساء في فلسطين,Israel,2026-04-20 15:45:00,https://pnn.ps/news/722045,بدعم ياباني بقيمة 2 4 مليون دولار صندوق الأمم المتحدة للسكان يطلق مشروعا لترميم الخدمات الصحية للنساء في فلسطين,19,Other,2026-04
بنك فلسطين وجمعية عطاء فلسطين يوزعان وجبات إفطار للأسر المتضررة في غزة ضمن حملة  رمضان يجمعنا بالحب والعطاء  ,Israel,2026-03-15 15:45:00,https://pnn.ps/news/720688,بنك فلسطين وجمعية عطاء فلسطين يوزعان وجبات إفطار للأسر المتضررة في غزة ضمن حملة رمضان يجمعنا بالحب والعطاء,18,Other,2026-03
Deepening West Asia war worsens Palestinian suffering too : Envoy Abdullah Abu Shawesh,Israel,2026-03-25 16:45:00,http://www.israelherald.com/news/278943512/deepening-west-asia-war-worsens-palestinian-suffering-too-envoy-abdullah-abu-shawesh,deepening west asia war worsens palestinian suffering too envoy abdullah abu shawesh,12,Conflict / Attack,2026-03
البرغوثي : إسرائيل تستغل الحرب بالمنطقة لتصعيد انتهاكاتها في فلسطين,Israel,2026-03-28 15:15:00,https://palinfo.com/news/2026/03/28/1104434/,البرغوثي إسرائيل تستغل الحرب بالمنطقة لتصعيد انتهاكاتها في فلسطين,9,Other,2026-03
Separating land from the people supports Israel colonial expansion – Middle East Monitor,Israel,2026-03-31 18:15:00,https://www.middleeastmonitor.com/20260331-separating-land-from-the-people-supports-israels-colonial-expansion/,separating land from the people supports israel colonial expansion middle east monitor,12,Other,2026-03
Palestinian Authority accelerates heritage campaign as West Bank tensions rise,Israel,2026-03-28 13:00:00,http://www.jpost.com/jerusalem-report/article-890900,palestinian authority accelerates heritage campaign as west bank tensions rise,10,Other,2026-03
Palestinian Authority Sidelined as Regional War Reshapes Political Landscape,Israel,2026-03-10 23:30:00,https://themedialine.org/top-stories/palestinian-authority-sidelined-as-regional-war-reshapes-political-landscape/,palestinian authority sidelined as regional war reshapes political landscape,9,Conflict / Attack,2026-03
وزارة شؤون المرأة تصدر ورقة تحليلية حول واقع النساء في الاقتصاد الفلسطيني أذار 2025 – آذار 2026 - شبكة فلسطين للأنباء,Israel,2026-03-01 17:45:00,https://www.shfanews.net/post/267835,وزارة شؤون المرأة تصدر ورقة تحليلية حول واقع النساء في الاقتصاد الفلسطيني أذار 2025 آذار 2026 شبكة فلسطين للأنباء,19,Other,2026-03
أبو ردينة يحذّر من خطورة استمرار الحرب على قطاع غزة وتصاعد هجمات المستوطنين في الضفة - شبكة فلسطين للأنباء,Israel,2026-03-28 19:00:00,https://www.shfanews.net/post/272560,أبو ردينة يحذ ر من خطورة استمرار الحرب على قطاع غزة وتصاعد هجمات المستوطنين في الضفة شبكة فلسطين للأنباء,19,Other,2026-03
فلسطين وتداعيات التوتر الإقليمي,Israel,2026-03-02 22:45:00,https://www.addustour.com/articles/1551881-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86-%D9%88%D8%AA%D8%AF%D8%A7%D8%B9%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%AA%D8%B1-%D8%A7%D9%84%D8%A5%D9%82%D9%84%D9%8A%D9%85%D9%8A,فلسطين وتداعيات التوتر الإقليمي,4,Other,2026-03
عن غزة التي خرجت من حسابات الحرب والسلام,Israel,2026-04-16 22:45:00,https://www.aljazeera.net/opinions/2026/4/17/%D8%B9%D9%86-%D8%BA%D8%B2%D8%A9-%D8%A7%D9%84%D8%AA%D9%8A-%D8%AE%D8%B1%D8%AC%D8%AA-%D9%85%D9%86-%D8%AD%D8%B3%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8,عن غزة التي خرجت من حسابات الحرب والسلام,8,Other,2026-04
"Weekly Briefing : Trump and Netanyahu miscalculated , and now theyre going to find out – Mondoweiss",Israel,2026-03-15 16:30:00,https://mondoweiss.net/2026/03/weekly-briefing-trump-and-netanyahu-miscalculated-and-now-theyre-going-to-find-out/,weekly briefing trump and netanyahu miscalculated and now theyre going to find out mondoweiss,14,Politics / Election,2026-03
نائب الرئيس حسين الشيخ يبحث هاتفيا مع وزير الخارجية المصري تطورات الأوضاع في الضفة وغزة - شبكة فلسطين للأنباء,Israel,2026-03-23 17:45:00,https://www.shfanews.net/post/271583,نائب الرئيس حسين الشيخ يبحث هاتفيا مع وزير الخارجية المصري تطورات الأوضاع في الضفة وغزة شبكة فلسطين للأنباء,18,Other,2026-03
Weekly Briefing : Israel impunity is crumbling – Mondoweiss,Israel,2026-04-19 23:15:00,https://mondoweiss.net/2026/04/weekly-briefing-israels-impunity-is-crumbling/,weekly briefing israel impunity is crumbling mondoweiss,7,Other,2026-04
تونس تحيي يوم الأرض الفلسطيني بسلسلة فعاليات تضامنية,Israel,2026-04-01 15:00:00,https://palinfo.com/news/2026/04/01/1104863/,تونس تحيي يوم الأرض الفلسطيني بسلسلة فعاليات تضامنية,8,Other,2026-04
برهم يبحث مع ممثل اليونيسف مستجدات التعليم في ظل الظروف الراهنة,Israel,2026-04-16 13:30:00,https://pnn.ps/news/721888,برهم يبحث مع ممثل اليونيسف مستجدات التعليم في ظل الظروف الراهنة,11,Other,2026-04
بنك الأردن يدعم جمعية عطاء فلسطين لتوزيع طرود غذائية على عائلات نازحة في قطاع غزة – تلفزيون الفجر,Israel,2026-03-15 10:45:00,https://alfajertv.com/news/palnews/722765.html,بنك الأردن يدعم جمعية عطاء فلسطين لتوزيع طرود غذائية على عائلات نازحة في قطاع غزة تلفزيون الفجر,17,Other,2026-03
المنشية .. قرية مهجّرة على تخوم ساحل عكا,Israel,2026-03-03 21:15:00,https://www.addustour.com/articles/1552169-%D8%A7%D9%84%D9%85%D9%86%D8%B4%D9%8A%D8%A9-%D9%82%D8%B1%D9%8A%D8%A9-%D9%85%D9%87%D8%AC%D9%91%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AA%D8%AE%D9%88%D9%85-%D8%B3%D8%A7%D8%AD%D9%84-%D8%B9%D9%83%D8%A7,المنشية قرية مهج رة على تخوم ساحل عكا,8,Other,2026-03
طالبهم بالضغط على الاحتلال لوقف اجراءاته واعادة اموال السلطة : مصطفى يلتقي عددا من المسؤولين الأوروبيين والدوليين ببروكسل,Israel,2026-04-21 11:15:00,https://pnn.ps/news/722062,طالبهم بالضغط على الاحتلال لوقف اجراءاته واعادة اموال السلطة مصطفى يلتقي عددا من المسؤولين الأوروبيين والدوليين ببروكسل,17,Other,2026-04
60 former united kingdom ambassadors warn of Israel West Bank annexation steps – Middle East Monitor,Israel,2026-04-25 13:45:00,https://www.middleeastmonitor.com/20260425-60-former-uk-ambassadors-warn-of-israels-west-bank-annexation-steps/,60 former united kingdom ambassadors warn of israel west bank annexation steps middle east monitor,15,Conflict / Attack,2026-04
إصابة 6 فلسطينيين خلال اقتحامات إسرائيلية بالضفة الغربية,Israel,2026-03-12 06:15:00,http://zamnpress.com/news/140605,إصابة 6 فلسطينيين خلال اقتحامات إسرائيلية بالضفة الغربية,8,Other,2026-03
"Palestinian man killed , brother critically wounded by illegal Israeli settlers in West Bank",Israel,2026-03-07 20:30:00,https://www.middleeastmonitor.com/20260307-palestinian-man-killed-brother-critically-wounded-by-illegal-israeli-settlers-in-west-bank/,palestinian man killed brother critically wounded by illegal israeli settlers in west bank,13,Conflict / Attack,2026-03
Local elections in the West Bank and part of Gaza could test public trust,United States,2026-04-25 11:30:00,https://www.clickondetroit.com/news/world/2026/04/25/local-elections-in-the-west-bank-and-part-of-gaza-could-test-public-trust/,local elections in the west bank and part of gaza could test public trust,14,Politics / Election,2026-04
World News : 16 killed in Gaza and West Bank,United States,2026-03-16 00:45:00,https://www.gdnonline.com:443/Details/1378698,world news 16 killed in gaza and west bank,9,Conflict / Attack,2026-03
Dismayed by USM cancellation of Palestine conference,United States,2026-03-07 21:45:00,https://www.centralmaine.com/2026/03/07/dismayed-by-usm-cancellation-of-palestine-conference-letter/,dismayed by usm cancellation of palestine conference,7,Other,2026-03
World News : Israeli attack claims three lives in Gaza as regional offensives escalate,United States,2026-03-14 00:45:00,https://www.gdnonline.com:443/Details/1378544,world news israeli attack claims three lives in gaza as regional offensives escalate,13,Conflict / Attack,2026-03
Chinese envoy calls for irreversible steps to advance two - state solution,United States,2026-03-25 11:15:00,http://www.bignewsnetwork.com/news/278943044/chinese-envoy-calls-for-irreversible-steps-to-advance-two-state-solution,chinese envoy calls for irreversible steps to advance two state solution,11,Other,2026-03
Modi government has betrayed traditional Indian principles by its,United States,2026-04-23 22:15:00,http://www.bignewsnetwork.com/news/279007776/modi-government-has-betrayed-traditional-indian-principles-by-its-silence-on-gaza-war-impact-jairam-ramesh,modi government has betrayed traditional indian principles by its,9,Politics / Election,2026-04
Palestinian officials hail local elections in a Gaza community and the West Bank,United States,2026-04-27 12:45:00,https://www.ideastream.org/2026-04-27/palestinian-officials-hail-local-elections-in-a-gaza-community-and-the-west-bank,palestinian officials hail local elections in a gaza community and the west bank,13,Politics / Election,2026-04
Who Will Govern Gaza ? | Council on Foreign Relations,United States,2026-03-13 21:45:00,https://www.cfr.org/articles/who-will-govern-gaza,who will govern gaza council on foreign relations,8,Other,2026-03
Israel is an Apartheid State  From the River to the Sea  ,United States,2026-04-29 20:15:00,https://www.dailykos.com/stories/2026/4/29/800030152/community/israel-is-an-apartheid-state-from-the-river-to-the-sea/,israel is an apartheid state from the river to the sea,11,Other,2026-04
"Israel kills father , daughter in Gaza as genocide continues amid wider war",United States,2026-03-07 15:45:00,https://www.aljazeera.com/news/2026/3/7/israel-kills-father-daughter-in-gaza-as-genocide-continues-amid-wider-war,israel kills father daughter in gaza as genocide continues amid wider war,12,Conflict / Attack,2026-03
"Palestinian president warns of dangerous situation in West Bank , demands completion of Gaza ceasefire deal",United States,2026-03-23 20:00:00,http://www.bignewsnetwork.com/news/278939860/palestinian-president-warns-of-dangerous-situation-in-west-bank-demands-completion-of-gaza-ceasefire-deal,palestinian president warns of dangerous situation in west bank demands completion of gaza ceasefire deal,15,Conflict / Attack,2026-03
Gaza holds first elections in 20 years amid stalled ceasefire,United States,2026-04-25 19:45:00,https://us.cnn.com/2026/04/25/middleeast/gaza-palestinian-elections-deir-al-balah-intl,gaza holds first elections in 20 years amid stalled ceasefire,10,Politics / Election,2026-04
Local elections in the West Bank and part of Gaza could test public trust,United States,2026-04-25 06:45:00,https://www.seattletimes.com/nation-world/local-elections-in-the-west-bank-and-part-of-gaza-could-test-public-trust/,local elections in the west bank and part of gaza could test public trust,14,Politics / Election,2026-04
Izraeli támadásokban meghalt sok palesztin a Gázai övezetben és Ciszjordániában,United States,2026-03-16 11:00:00,https://ujszo.com/kulfold/izraeli-tamadasokban-meghalt-sok-palesztin-a-gazai-ovezetben-es-ciszjordaniaban,izraeli támadásokban meghalt sok palesztin a gázai övezetben és ciszjordániában,10,Other,2026-03
Palestinian authorities call local elections in a Gaza community and the West Bank a success,United States,2026-04-26 21:15:00,https://www.clickorlando.com/news/world/2026/04/26/palestinian-authorities-call-local-elections-in-a-gaza-community-and-the-west-bank-a-success/,palestinian authorities call local elections in a gaza community and the west bank a success,15,Politics / Election,2026-04
Watch : Europe relationship with Israel is fracturing how far will it go ? ,United States,2026-04-21 13:45:00,https://www.euronews.com/my-europe/2026/04/21/watch-europes-relationship-with-israel-is-fracturing-how-far-will-it-go,watch europe relationship with israel is fracturing how far will it go,12,Other,2026-04
Palestinians vote in West Bank and central Gaza municipal elections,United States,2026-04-25 18:00:00,https://www.euronews.com/2026/04/25/palestinians-vote-in-west-bank-and-central-gaza-municipal-elections-the-first-since-war-st,palestinians vote in west bank and central gaza municipal elections,10,Politics / Election,2026-04
What It Took for Film Director Cherien Dabis to  Find Palestine Everywhere But Palestine  ,United States,2026-03-06 09:30:00,https://www.cntraveler.com/story/what-it-took-for-film-director-cherien-dabis-to-find-palestine-everywhere-but-palestine,what it took for film director cherien dabis to find palestine everywhere but palestine,14,Other,2026-03
Palestinian officials hail local elections in a Gaza community and the West Bank,United States,2026-04-27 06:00:00,https://www.npr.org/2026/04/27/g-s1-118847/local-elections-in-gaza-and-the-west-bank,palestinian officials hail local elections in a gaza community and the west bank,13,Politics / Election,2026-04
J . D . Vance Responds To Heckler Who Yelled  Youre Killing Children  From Gaza,United States,2026-04-15 01:00:00,https://www.tmz.com/2026/04/14/jd-vance-responds-to-heckler-gaza-comments/,j d vance responds to heckler who yelled youre killing children from gaza,13,Aid / Humanitarian,2026-04
"Shakespeare Club hears history on State of Palestine | News , Sports , Jobs",United States,2026-04-01 09:45:00,https://www.observertoday.com/news/local-region/2026/04/shakespeare-club-hears-history-on-state-of-palestine/,shakespeare club hears history on state of palestine news sports jobs,11,Other,2026-04
"Middle East Expert Draws Parallels Between Jewish , Palestinian Experiences",United States,2026-03-27 00:00:00,https://thehoya.com/news/middle-east-expert-draws-parallels-between-jewish-palestinian-experiences/,middle east expert draws parallels between jewish palestinian experiences,9,Other,2026-03
Local elections in the West Bank and part of Gaza could test public trust,United States,2026-04-25 12:45:00,https://www.ksat.com/news/world/2026/04/25/local-elections-in-the-west-bank-and-part-of-gaza-could-test-public-trust/,local elections in the west bank and part of gaza could test public trust,14,Politics / Election,2026-04
ICE arrests the head of Wisconsin largest Islamic group,United States,2026-04-03 04:15:00,https://www.seattletimes.com/nation-world/nation/ice-arrests-the-head-of-wisconsins-largest-islamic-group/,ice arrests the head of wisconsin largest islamic group,9,Other,2026-04
World News : Gazans vote for first time in two decades,United States,2026-04-26 00:00:00,https://www.gdnonline.com:443/Details/1392728,world news gazans vote for first time in two decades,10,Politics / Election,2026-04
"SDG 6 in Palestine : Water , Sanitation and Life Under Blockade",United States,2026-04-06 11:00:00,https://borgenproject.org/sdg-6-in-palestine/,sdg 6 in palestine water sanitation and life under blockade,10,Other,2026-04
Intersectional conundrum : Palestinian watermelon mural upsets black community,United States,2026-03-07 08:15:00,https://www.thecollegefix.com/intersectional-conundrum-palestinian-watermelon-mural-upsets-black-community/,intersectional conundrum palestinian watermelon mural upsets black community,8,Other,2026-03
New vote in parts of Gaza a success | Northwest Arkansas Democrat - Gazette,United States,2026-04-27 14:00:00,https://www.nwaonline.com/news/2026/apr/27/new-vote-in-parts-of-gaza-a-success/,new vote in parts of gaza a success northwest arkansas democrat gazette,12,Politics / Election,2026-04
Palestinians cast ballots in first elections since Gaza war,United States,2026-04-25 11:15:00,https://www.channelnewsasia.com/world/palestine-gaza-first-elections-ballot-war-6080706,palestinians cast ballots in first elections since gaza war,9,Conflict / Attack,2026-04
Dismayed by USM cancellation of Palestine conference,United States,2026-03-07 22:15:00,https://www.pressherald.com/2026/03/07/dismayed-by-usm-cancellation-of-palestine-conference-letter/,dismayed by usm cancellation of palestine conference,7,Other,2026-03
ヨルダン川西岸 、 過去1年でパレスチナ人3 . 6万人超が強制避難＝国連,United States,2026-03-18 03:15:00,https://jp.reuters.com/economy/XV5DAKGHOROQJCPVMGDXRG6AUI-2026-03-18/,ヨルダン川西岸 過去1年でパレスチナ人3 6万人超が強制避難 国連,4,Other,2026-03
"Resistance Is History , Resistance Is Life - Antiwar . com Blog",United States,2026-04-13 23:30:00,https://www.antiwar.com/blog/2026/04/13/resistance-is-history-resistance-is-life/,resistance is history resistance is life antiwar com blog,9,Conflict / Attack,2026-04
Brian Eno and 200+ Artists Urge British Museum to  Stop Erasing Palestine  ,United States,2026-03-13 00:15:00,https://hyperallergic.com/brian-eno-and-200-artists-urge-british-museum-to-stop-erasing-palestine/,brian eno and 200 artists urge british museum to stop erasing palestine,12,Other,2026-03
AB - BM raporu : Gazzenin toparlanması ve yeniden inşası için 71 milyar dolardan fazlasına ihtiyaç var,United States,2026-04-21 19:30:00,https://tr.euronews.com/2026/04/21/ab-bm-raporu-gazzenin-toparlanmasi-ve-yeniden-insasi-icin-71-milyar-dolardan-fazlasina-iht,ab bm raporu gazzenin toparlanması ve yeniden inşası için 71 milyar dolardan fazlasına ihtiyaç var,15,Other,2026-04
UN chief warns of Israeli - made humanitarian crisis in Gaza amid war on Iran,United States,2026-03-03 16:45:00,https://www.aljazeera.com/news/2026/3/3/un-chief-warns-of-israeli-made-humanitarian-crisis-in-gaza-amid-war-on-iran,un chief warns of israeli made humanitarian crisis in gaza amid war on iran,14,Conflict / Attack,2026-03
Palestinians vote in local elections in West Bank and part of Gaza | Chattanooga Times Free Press,United States,2026-04-26 06:15:00,http://www.timesfreepress.com/news/2026/apr/26/palestinians-vote-in-local-elections-in-west-bank-and-part-of-gaza-tfp/,palestinians vote in local elections in west bank and part of gaza chattanooga times free press,16,Politics / Election,2026-04
Gaza holds first elections in 20 years amid stalled ceasefire,United States,2026-04-25 18:15:00,https://edition.cnn.com/2026/04/25/middleeast/gaza-palestinian-elections-deir-al-balah-intl,gaza holds first elections in 20 years amid stalled ceasefire,10,Politics / Election,2026-04
Diversity Wars : Pro - Palestine Watermelon Mural Triggers Black Community In Richmond,United States,2026-03-10 14:45:00,https://www.zerohedge.com/political/diversity-wars-pro-palestine-watermelon-mural-triggers-black-community-richmond,diversity wars pro palestine watermelon mural triggers black community in richmond,11,Conflict / Attack,2026-03
"UNRWA Chief Lazzarini Talks Gaza , UNRWA Future At Geneva",United States,2026-03-25 08:00:00,https://www.miragenews.com/unrwa-chief-lazzarini-talks-gaza-unrwa-future-1643902/,unrwa chief lazzarini talks gaza unrwa future at geneva,9,Other,2026-03
Javier Bardem at the Oscars | Frontpage Mag,United States,2026-03-20 01:45:00,https://www.frontpagemag.com/javier-bardem-at-the-oscars/,javier bardem at the oscars frontpage mag,7,Other,2026-03
Window on the West Bank : Indybay,United States,2026-03-23 00:45:00,https://www.indybay.org/newsitems/2026/03/21/18885104.php,window on the west bank indybay,6,Other,2026-03
Gaza holds first elections in 20 years amid stalled ceasefire process – but only in one city,United States,2026-04-25 18:00:00,https://www.cnn.com/2026/04/25/middleeast/gaza-palestinian-elections-deir-al-balah-intl,gaza holds first elections in 20 years amid stalled ceasefire process but only in one city,16,Politics / Election,2026-04
UNRWA Chief : Education Access Under Attack in Palestine,United States,2026-03-03 10:45:00,https://www.miragenews.com/unrwa-chief-education-access-under-attack-in-1629854/,unrwa chief education access under attack in palestine,8,Conflict / Attack,2026-03
Top Palestinian Children Rights Group Shutters After Being Targeted By Israel,United States,2026-04-07 20:15:00,https://truthout.org/articles/top-palestinian-childrens-rights-group-shutters-after-being-targeted-by-israel/,top palestinian children rights group shutters after being targeted by israel,11,Aid / Humanitarian,2026-04
Why is the EU under pressure to suspend its trade agreement with Israel ? ,United States,2026-04-21 16:45:00,https://www.aljazeera.com/news/2026/4/21/why-is-the-eu-under-pressure-to-suspend-its-trade-agreement-with-israel,why is the eu under pressure to suspend its trade agreement with israel,13,Other,2026-04
